ID,Nombre Español,Nombre Ingles,region,sub-region,intermediate-region,alpha-2,alpha-3,Latitude (average),Longitude (average),WORLDPOB_SN,WORLDMPOB_Country (or dependency),WORLDMPOB_#,WORLD_SN,"WORLDM_Country,Other",ECDC_SN,ECDC_countriesAndTerritories,OURWOR_SN,OURWORLD_Entity,JHONH_SN,JHONH_Country/Region,Early_SN,Early_COUNTRY,Tipo,Nombre común,"Estado
(forma oficial)",Forma de gobierno,Capital,Continente,Mapa Google,Wikipedia,MapUbicaciónWIKI,Noticias BING,Videos BING
170,Suecia,Sweden,Europe,Northern Europe,,SE,SWE,62.0,15.0,S,Sweden,91.0,S,Sweden,S,Sweden,S,Sweden,S,Sweden,S,Sweden,Estado Soberanos,,Reino de Suecia,Monarquía parlamentaria,Estocolmo,Europa,https://www.google.com/maps/place/Suecia,https://es.wikipedia.org/wiki/Suecia,https://commons.wikimedia.org/wiki/File:Sweden_in_its_region.svg#/media/File:Sweden_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Sweden&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Sweden&FORM=HDRSC4
171,Suiza,Switzerland,Europe,Western Europe,,CH,CHE,47.0,8.0,S,Switzerland,101.0,S,Switzerland,S,Switzerland,S,Switzerland,S,Switzerland,S,Switzerland,Estado Soberanos,,Confederación Suiza,República parlamentaria,Berna,Europa,https://www.google.com/maps/place/Suiza,https://es.wikipedia.org/wiki/Suiza,https://commons.wikimedia.org/wiki/File:Switzerland_in_its_region.svg#/media/File:Switzerland_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Switzerland&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Switzerland&FORM=HDRSC4
172,Surinam,Suriname,Americas,Latin America and the Caribbean,South America,SR,SUR,4.0,-56.0,S,Suriname,171.0,S,Suriname,S,Suriname,S,Suriname,S,Suriname,N,Suriname,Estado Soberanos,,República de Surinam,República parlamentaria,Paramaribo,América,https://www.google.com/maps/place/Surinam,https://es.wikipedia.org/wiki/Surinam,https://commons.wikimedia.org/wiki/File:Suriname_in_its_region.svg#/media/File:Suriname_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Suriname&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Suriname&FORM=HDRSC4
173,Tailandia,Thailand,Asia,South-eastern Asia,,TH,THA,15.0,100.0,S,Thailand,20.0,S,Thailand,S,Thailand,S,Thailand,S,Thailand,S,Thailand,Estado Soberanos,,Reino de Tailandia,Monarquía constitucional,Bangkok,Asia,https://www.google.com/maps/place/Tailandia,https://es.wikipedia.org/wiki/Tailandia,https://commons.wikimedia.org/wiki/File:Thailand_in_its_region.svg#/media/File:Thailand_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Thailand&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Thailand&FORM=HDRSC4
174,Tanzania,Tanzania,Africa,Sub-Saharan Africa,Eastern Africa,TZ,TZA,-6.0,35.0,S,Tanzania,24.0,S,Tanzania,S,United_Republic_of_Tanzania,S,Tanzania,S,Tanzania,S,Tanzania,Estado Soberanos,,República Unida de Tanzania,República presidencialista,Dodoma​,África,https://www.google.com/maps/place/Tanzania,https://es.wikipedia.org/wiki/Tanzania,https://commons.wikimedia.org/wiki/File:Tanzania_in_its_region.svg#/media/File:Tanzania_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Tanzania&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Tanzania&FORM=HDRSC4
175,Tayikistán,Tajikistan,Asia,Central Asia,,TJ,TJK,39.0,71.0,S,Tajikistan,95.0,N,Tajikistan,N,Tajikistan,N,Tajikistan,N,Tajikistan,N,Tajikistan,Estado Soberanos,,República de Tayikistán,República presidencialista,Dusambé,Asia,https://www.google.com/maps/place/Tayikistán,https://es.wikipedia.org/wiki/Tayikistán,https://commons.wikimedia.org/wiki/File:Tajikistan_in_its_region.svg#/media/File:Tajikistan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Tajikistan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Tajikistan&FORM=HDRSC4
176,Timor Oriental,East Timor,Asia,South-eastern Asia,,TL,TLS,-8.55,125.5167,S,Timor-Leste,156.0,S,Timor-Leste,S,Timor_Leste,S,Timor,S,Timor-Leste,N,East Timor,Estado Soberanos,,República Democrática de Timor Oriental,República semipresidencialista,Dili,Asia,https://www.google.com/maps/place/Timor Oriental,https://es.wikipedia.org/wiki/Timor Oriental,https://commons.wikimedia.org/wiki/File:East Timor_in_its_region.svg#/media/File:East Timor_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +East Timor&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +East Timor&FORM=HDRSC4
177,Togo,Togo,Africa,Sub-Saharan Africa,Western Africa,TG,TGO,8.0,1.1667,S,Togo,102.0,S,Togo,S,Togo,S,Togo,S,Togo,S,Togo,Estado Soberanos,,República Togolesa,República presidencialista,Lomé,África,https://www.google.com/maps/place/Togo,https://es.wikipedia.org/wiki/Togo,https://commons.wikimedia.org/wiki/File:Togo_in_its_region.svg#/media/File:Togo_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Togo&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Togo&FORM=HDRSC4
178,Tonga,Tonga,Oceania,Polynesia,,TO,TON,-20.0,-175.0,S,Tonga,198.0,N,Tonga,N,Tonga,N,Tonga,N,Tonga,N,Tonga,Estado Soberanos,,Reino de Tonga,Monarquía constitucional,Nukualofa,Oceanía,https://www.google.com/maps/place/Tonga,https://es.wikipedia.org/wiki/Tonga,https://commons.wikimedia.org/wiki/File:Tonga_in_its_region.svg#/media/File:Tonga_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Tonga&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Tonga&FORM=HDRSC4
179,Trinidad y Tobago,Trinidad and Tobago,Americas,Latin America and the Caribbean,Caribbean,TT,TTO,11.0,-61.0,S,Trinidad and Tobago,154.0,S,Trinidad and Tobago,S,Trinidad_and_Tobago,S,Trinidad and Tobago,S,Trinidad and Tobago,N,Trinidad and Tobago,Estado Soberanos,,República de Trinidad y Tobago,República parlamentaria,Puerto España,América,https://www.google.com/maps/place/Trinidad y Tobago,https://es.wikipedia.org/wiki/Trinidad y Tobago,https://commons.wikimedia.org/wiki/File:Trinidad and Tobago_in_its_region.svg#/media/File:Trinidad and Tobago_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Trinidad and Tobago&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Trinidad and Tobago&FORM=HDRSC4
180,Túnez,Tunisia,Africa,Northern Africa,,TN,TUN,34.0,9.0,S,Tunisia,79.0,S,Tunisia,S,Tunisia,S,Tunisia,S,Tunisia,N,Tunisia,Estado Soberanos,,República Tunecina,República semipresidencialista,Ciudad de Túnez,África,https://www.google.com/maps/place/Túnez,https://es.wikipedia.org/wiki/Túnez,https://commons.wikimedia.org/wiki/File:Tunisia_in_its_region.svg#/media/File:Tunisia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Tunisia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Tunisia&FORM=HDRSC4
181,Turkmenistán,Turkmenistan,Asia,Central Asia,,TM,TKM,40.0,60.0,S,Turkmenistan,113.0,N,Turkmenistan,N,Turkmenistan,N,Turkmenistan,N,Turkmenistan,N,Turkmenistan,Estado Soberanos,,Turkmenistán,República presidencialista,Asjabad,Asia,https://www.google.com/maps/place/Turkmenistán,https://es.wikipedia.org/wiki/Turkmenistán,https://commons.wikimedia.org/wiki/File:Turkmenistan_in_its_region.svg#/media/File:Turkmenistan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Turkmenistan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Turkmenistan&FORM=HDRSC4
182,Turquía,Turkey,Asia,Western Asia,,TR,TUR,39.0,35.0,S,Turkey,17.0,S,Turkey,S,Turkey,S,Turkey,S,Turkey,S,Turkey,Estado Soberanos,,República de Turquía,República parlamentaria,Ankara,Asia,https://www.google.com/maps/place/Turquía,https://es.wikipedia.org/wiki/Turquía,https://commons.wikimedia.org/wiki/File:Turkey_in_its_region.svg#/media/File:Turkey_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Turkey&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Turkey&FORM=HDRSC4
183,Tuvalu,Tuvalu,Oceania,Polynesia,,TV,TUV,-8.0,178.0,S,Tuvalu,225.0,N,Tuvalu,N,Tuvalu,N,Tuvalu,N,Tuvalu,N,Tuvalu,Estado Soberanos,,Tuvalu,Monarquía constitucional,Funafuti,Oceanía,https://www.google.com/maps/place/Tuvalu,https://es.wikipedia.org/wiki/Tuvalu,https://commons.wikimedia.org/wiki/File:Tuvalu_in_its_region.svg#/media/File:Tuvalu_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Tuvalu&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Tuvalu&FORM=HDRSC4
184,Ucrania,Ukraine,Europe,Eastern Europe,,UA,UKR,49.0,32.0,S,Ukraine,35.0,S,Ukraine,S,Ukraine,S,Ukraine,S,Ukraine,S,Ukraine,Estado Soberanos,,Ucrania,República semipresidencialista,Kiev,Europa,https://www.google.com/maps/place/Ucrania,https://es.wikipedia.org/wiki/Ucrania,https://commons.wikimedia.org/wiki/File:Ukraine_in_its_region.svg#/media/File:Ukraine_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Ukraine&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Ukraine&FORM=HDRSC4
185,Uganda,Uganda,Africa,Sub-Saharan Africa,Eastern Africa,UG,UGA,1.0,32.0,S,Uganda,31.0,S,Uganda,S,Uganda,S,Uganda,S,Uganda,S,Uganda,Estado Soberanos,,República de Uganda,República presidencialista,Kampala,África,https://www.google.com/maps/place/Uganda,https://es.wikipedia.org/wiki/Uganda,https://commons.wikimedia.org/wiki/File:Uganda_in_its_region.svg#/media/File:Uganda_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Uganda&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Uganda&FORM=HDRSC4
186,Uruguay,Uruguay,Americas,Latin America and the Caribbean,South America,UY,URY,-33.0,-56.0,S,Uruguay,134.0,S,Uruguay,S,Uruguay,S,Uruguay,S,Uruguay,S,Uruguay,Estado Soberanos,,República Oriental del Uruguay,República presidencialista,Montevideo,América,https://www.google.com/maps/place/Uruguay,https://es.wikipedia.org/wiki/Uruguay,https://commons.wikimedia.org/wiki/File:Uruguay_in_its_region.svg#/media/File:Uruguay_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Uruguay&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Uruguay&FORM=HDRSC4
187,Uzbekistán,Uzbekistan,Asia,Central Asia,,UZ,UZB,41.0,64.0,S,Uzbekistan,42.0,S,Uzbekistan,S,Uzbekistan,S,Uzbekistan,S,Uzbekistan,N,Uzbekistan,Estado Soberanos,,República de Uzbekistán,República presidencialista,Taskent,Asia,https://www.google.com/maps/place/Uzbekistán,https://es.wikipedia.org/wiki/Uzbekistán,https://commons.wikimedia.org/wiki/File:Uzbekistan_in_its_region.svg#/media/File:Uzbekistan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Uzbekistan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Uzbekistan&FORM=HDRSC4
188,Vanuatu,Vanuatu,Oceania,Melanesia,,VU,VUT,-16.0,167.0,S,Vanuatu,181.0,N,Vanuatu,N,Vanuatu,N,Vanuatu,N,Vanuatu,N,Vanuatu,Estado Soberanos,,República de Vanuatu,República parlamentaria,Port Vila,Oceanía,https://www.google.com/maps/place/Vanuatu,https://es.wikipedia.org/wiki/Vanuatu,https://commons.wikimedia.org/wiki/File:Vanuatu_in_its_region.svg#/media/File:Vanuatu_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Vanuatu&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Vanuatu&FORM=HDRSC4
189,Ciudad del Vaticano,Vatican City,Europe,Southern Europe,,VA,VAT,41.9,12.45,S,Holy See,235.0,S,Vatican City,S,Holy_See,S,Vatican,S,Holy See,N,Vatican City,Estado Soberanos,,Estado de la Ciudad del Vaticano,Monarquía absoluta,Ciudad del Vaticano,Europa,https://www.google.com/maps/place/Ciudad del Vaticano,https://es.wikipedia.org/wiki/Ciudad del Vaticano,https://commons.wikimedia.org/wiki/File:Vatican City_in_its_region.svg#/media/File:Vatican City_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Vatican City&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Vatican City&FORM=HDRSC4
190,Venezuela,Venezuela,Americas,Latin America and the Caribbean,South America,VE,VEN,8.0,-66.0,S,Venezuela,50.0,S,Venezuela,S,Venezuela,S,Venezuela,S,Venezuela,S,Venezuela,Estado Soberanos,,República Bolivariana de Venezuela,República presidencialista,Caracas,América,https://www.google.com/maps/place/Venezuela,https://es.wikipedia.org/wiki/Venezuela,https://commons.wikimedia.org/wiki/File:Venezuela_in_its_region.svg#/media/File:Venezuela_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Venezuela&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Venezuela&FORM=HDRSC4
191,Vietnam,Vietnam,Asia,South-eastern Asia,,VN,VNM,16.0,106.0,S,Vietnam,15.0,S,Vietnam,S,Vietnam,S,Vietnam,S,Vietnam,N,Vietnam,Estado Soberanos,,República Socialista de Vietnam,Estado socialista unipartidista,Hanói,Asia,https://www.google.com/maps/place/Vietnam,https://es.wikipedia.org/wiki/Vietnam,https://commons.wikimedia.org/wiki/File:Vietnam_in_its_region.svg#/media/File:Vietnam_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Vietnam&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Vietnam&FORM=HDRSC4
192,Yemen,Yemen,Asia,Western Asia,,YE,YEM,15.0,48.0,S,Yemen,48.0,N,Yemen,N,Yemen,N,Yemen,N,Yemen,N,Yemen,Estado Soberanos,,República de Yemen,República presidencialista (Gobierno provisional),Saná,Asia,https://www.google.com/maps/place/Yemen,https://es.wikipedia.org/wiki/Yemen,https://commons.wikimedia.org/wiki/File:Yemen_in_its_region.svg#/media/File:Yemen_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Yemen&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Yemen&FORM=HDRSC4
193,Yibuti,Djibouti,Africa,Sub-Saharan Africa,Eastern Africa,DJ,DJI,11.5,43.0,S,Djibouti,160.0,S,Djibouti,S,Djibouti,S,Djibouti,S,Djibouti,S,Djibouti,Estado Soberanos,,República de Yibuti,República presidencial,Ciudad de Yibuti,África,https://www.google.com/maps/place/Yibuti,https://es.wikipedia.org/wiki/Yibuti,https://commons.wikimedia.org/wiki/File:Djibouti_in_its_region.svg#/media/File:Djibouti_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Djibouti&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Djibouti&FORM=HDRSC4
194,Zambia,Zambia,Africa,Sub-Saharan Africa,Eastern Africa,ZM,ZMB,-15.0,30.0,S,Zambia,65.0,S,Zambia,S,Zambia,S,Zambia,S,Zambia,S,Zambia,Estado Soberanos,,República de Zambia,República presidencial,Lusaka,África,https://www.google.com/maps/place/Zambia,https://es.wikipedia.org/wiki/Zambia,https://commons.wikimedia.org/wiki/File:Zambia_in_its_region.svg#/media/File:Zambia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Zambia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Zambia&FORM=HDRSC4
195,Zimbabue,Zimbabwe,Africa,Sub-Saharan Africa,Eastern Africa,ZW,ZWE,-20.0,30.0,S,Zimbabwe,74.0,S,Zimbabwe,S,Zimbabwe,S,Zimbabwe,S,Zimbabwe,N,Zimbabwe,Estado Soberanos,,República de Zimbabue,República presidencial,Harare,África,https://www.google.com/maps/place/Zimbabue,https://es.wikipedia.org/wiki/Zimbabue,https://commons.wikimedia.org/wiki/File:Zimbabwe_in_its_region.svg#/media/File:Zimbabwe_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Zimbabwe&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Zimbabwe&FORM=HDRSC4
196,Islas Cook,Cook Islands,Oceania,Polynesia,,CK,COK,-21.2333,-159.7667,S,Cook Islands,223.0,N,Cook Islands,N,Cook Islands,N,Cook Islands,N,Cook Islands,N,Cook Islands,Estado asociados a estados soberanos,,Islas Cook,Monarquía parlamentaria ,Avarua,Oceanía,https://www.google.com/maps/place/Islas Cook,https://es.wikipedia.org/wiki/Islas Cook,https://commons.wikimedia.org/wiki/File:Cook Islands_in_its_region.svg#/media/File:Cook Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Cook Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Cook Islands&FORM=HDRSC4
197,Islas Marianas del Norte ,Northern Mariana Islands,Oceania,Micronesia,,MP,MNP,15.2,145.75,S,Northern Mariana Islands,208.0,N,Northern Mariana Islands,S,Northern_Mariana_Islands,N,Northern Mariana Islands,N,Northern Mariana Islands,N,Northern Mariana Islands,Estado asociados a estados soberanos,,Estado Libre asociado de las Islas Marianas del Norte,Autogobierno presidencialista ,Saipán,Oceanía,https://www.google.com/maps/place/Islas Marianas del Norte ,https://es.wikipedia.org/wiki/Islas Marianas del Norte ,https://commons.wikimedia.org/wiki/File:Northern Mariana Islands_in_its_region.svg#/media/File:Northern Mariana Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Northern Mariana Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Northern Mariana Islands&FORM=HDRSC4
198,Niue,Niue,Oceania,Polynesia,,NU,NIU,-19.0333,-169.8667,S,Niue,233.0,N,Niue,N,Niue,N,Niue,N,Niue,N,Niue,Estado asociados a estados soberanos,,Niue,Monarquía constitucional ,Alofi,Oceanía,https://www.google.com/maps/place/Niue,https://es.wikipedia.org/wiki/Niue,https://commons.wikimedia.org/wiki/File:Niue_in_its_region.svg#/media/File:Niue_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Niue&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Niue&FORM=HDRSC4
199,Puerto Rico,Puerto Rico,Americas,Latin America and the Caribbean,Caribbean,PR,PRI,18.25,-66.5,S,Puerto Rico,141.0,N,Puerto Rico,S,Puerto_Rico,S,Puerto Rico,N,Puerto Rico,N,Puerto Rico,Estado asociados a estados soberanos,,Estado libre asociado de Puerto Rico,Autogobierno parlamentario ,San Juan,América,https://www.google.com/maps/place/Puerto Rico,https://es.wikipedia.org/wiki/Puerto Rico,https://commons.wikimedia.org/wiki/File:Puerto Rico_in_its_region.svg#/media/File:Puerto Rico_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Puerto Rico&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Puerto Rico&FORM=HDRSC4
200,Groenlandia ,Greenland,Americas,Northern America,,GL,GRL,72.0,-40.0,S,Greenland,209.0,S,Greenland,S,Grenada,S,Greenland,N,Greenland,N,Greenland,País constituyente Autónomo,,Groenlandia ,Monarquía constitucional ,Nuuk,América,https://www.google.com/maps/place/Groenlandia ,https://es.wikipedia.org/wiki/Groenlandia ,https://commons.wikimedia.org/wiki/File:Greenland_in_its_region.svg#/media/File:Greenland_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Greenland&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Greenland&FORM=HDRSC4
201,Islas Feroe ,Faeroe Islands,Europe,Northern Europe,,FO,FRO,62.0,-7.0,S,Faeroe Islands,212.0,S,Faeroe Islands,S,Faroe_Islands,S,Faeroe Islands,N,Faeroe Islands,S,Faroe Islands,País constituyente Autónomo,,Islas Feroe ,Monarquía constitucional, 	Tórshavn,Europa,https://www.google.com/maps/place/Islas Feroe ,https://es.wikipedia.org/wiki/Islas Feroe ,https://commons.wikimedia.org/wiki/File:Faeroe Islands_in_its_region.svg#/media/File:Faeroe Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Faeroe Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Faeroe Islands&FORM=HDRSC4
202,Aruba,Aruba,Americas,Latin America and the Caribbean,Caribbean,AW,ABW,12.5,-69.9667,S,Aruba,197.0,S,Aruba,S,Aruba,S,Aruba,N,Aruba,N,Aruba,País constituyente Autónomo,,Aruba,Monarquía constitucional ,Oranjestad,América,https://www.google.com/maps/place/Aruba,https://es.wikipedia.org/wiki/Aruba,https://commons.wikimedia.org/wiki/File:Aruba_in_its_region.svg#/media/File:Aruba_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Aruba&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Aruba&FORM=HDRSC4
203,Curazao,Curaçao,Americas,Latin America and the Caribbean,Caribbean,CW,CUW,12.1931361,-69.0519699,S,Curaçao,192.0,S,Curaçao,S,Curaçao,S,Curacao,N,Curaçao,N,Curaçao,País constituyente Autónomo,,País de Curazao,Monarquía constitucional ,Willemstad,América,https://www.google.com/maps/place/Curazao,https://es.wikipedia.org/wiki/Curazao,https://commons.wikimedia.org/wiki/File:Curaçao_in_its_region.svg#/media/File:Curaçao_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Curaçao&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Curaçao&FORM=HDRSC4
204,San Martín (Países Bajos),Sint Maarten,Americas,Latin America and the Caribbean,Caribbean,SX,SXM,18.0381819,-63.0924049,S,Sint Maarten,213.0,S,Sint Maarten,S,Sint_Maarten,S,Sint Maarten (Dutch part),N,Sint Maarten,N,Sint Maarten,País constituyente Autónomo,,Sint Maarten ,Monarquía constitucional ,Philipsburg,América,https://www.google.com/maps/place/San Martín (Países Bajos),https://es.wikipedia.org/wiki/San Martín (Países Bajos),https://commons.wikimedia.org/wiki/File:Sint Maarten_in_its_region.svg#/media/File:Sint Maarten_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Sint Maarten&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Sint Maarten&FORM=HDRSC4
205,Kosovo,Kosovo,Europe,Southern Europe,,XK,RKS,42.6424308,20.6353407,N,Kosovo,,N,Kosovo,S,Kosovo,S,Kosovo,S,Kosovo,N,Kosovo,Estado con soberanía discutida,,República de Kosovo,República parlamentaria ,Pristina,Europa,https://www.google.com/maps/place/Kosovo,https://es.wikipedia.org/wiki/Kosovo,https://commons.wikimedia.org/wiki/File:Kosovo_in_its_region.svg#/media/File:Kosovo_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Kosovo&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Kosovo&FORM=HDRSC4
206,Taiwan,Taiwan,Asia,Eastern Asia,,TW,TWN,23.5,121.0,S,Taiwan,57.0,S,Taiwan,S,Taiwan,S,Taiwan,S,Taiwan*,N,Taiwan,Estado con soberanía discutida,,República de China,República semipresidencialista,Taipéi,Asia,https://www.google.com/maps/place/Taiwan,https://es.wikipedia.org/wiki/Taiwan,https://commons.wikimedia.org/wiki/File:Taiwan_in_its_region.svg#/media/File:Taiwan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Taiwan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Taiwan&FORM=HDRSC4
207,Guayana Francesa,French Guiana,Americas,Latin America and the Caribbean,South America,GF,GUF,4.0,-53.0,S,French Guiana,182.0,S,French Guiana,S,French_Polynesia,N,French Guiana,N,French Guiana,N,French Guiana,Territorio asociado a estados soberanos,,n/d,n/d,Cayena,América,https://www.google.com/maps/place/Guayana Francesa,https://es.wikipedia.org/wiki/Guayana Francesa,https://commons.wikimedia.org/wiki/File:French Guiana_in_its_region.svg#/media/File:French Guiana_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +French Guiana&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +French Guiana&FORM=HDRSC4
208,Hong Kong,Hong Kong,Asia,Eastern Asia,,HK,HKG,22.25,114.1667,S,Hong Kong,104.0,S,Hong Kong,N,Hong Kong,N,Hong Kong,N,Hong Kong,N,Hong Kong,Territorio autónomo,,n/d,n/d,Hong Kong,Asia,https://www.google.com/maps/place/Hong Kong,https://es.wikipedia.org/wiki/Hong Kong,https://commons.wikimedia.org/wiki/File:Hong Kong_in_its_region.svg#/media/File:Hong Kong_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Hong Kong&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Hong Kong&FORM=HDRSC4
209,Anguila_(dependencia),Anguilla,Americas,Latin America and the Caribbean,Caribbean,AI,AIA,18.25,-63.1667,S,Anguilla,224.0,S,Anguilla,S,Anguilla,S,Anguilla,N,Anguilla,N,Anguilla,Territorio asociado a estados soberanos,,n/d,n/d,	El Valle,América,https://www.google.com/maps/place/Anguila_(dependencia),https://es.wikipedia.org/wiki/Anguila_(dependencia),https://commons.wikimedia.org/wiki/File:Anguilla_in_its_region.svg#/media/File:Anguilla_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Anguilla&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Anguilla&FORM=HDRSC4
210,Bermudas,Bermuda,Americas,Northern America,,BM,BMU,32.3333,-64.75,S,Bermuda,206.0,S,Bermuda,S,Bermuda,S,Bermuda,N,Bermuda,S,Bermuda,Territorio asociado a estados soberanos,,n/d,n/d,Hamilton,América,https://www.google.com/maps/place/Bermudas,https://es.wikipedia.org/wiki/Bermudas,https://commons.wikimedia.org/wiki/File:Bermuda_in_its_region.svg#/media/File:Bermuda_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Bermuda&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Bermuda&FORM=HDRSC4
